"BAnTr","coding.noncoding"
"BAnTr.GP.5HG001836","coding"
"BAnTr.GP.5HG001838","coding"
"BAnTr.GP.5HG001840","coding"
"BAnTr.GP.5HG001842","noncoding"
"BAnTr.GP.5HG001844","coding"
"BAnTr.GP.5HG001846","coding"
"BAnTr.GP.5HG001848","noncoding"
"BAnTr.GP.5HG001850","noncoding"
"BAnTr.GP.5HG001852","undefined"
"BAnTr.GP.5HG001854","coding"
"BAnTr.GP.5HG001856","coding"
"BAnTr.GP.5HG001858","noncoding"
"BAnTr.GP.5HG001860","noncoding"
"BAnTr.GP.5HG001862","coding"
"BAnTr.GP.5HG001864","coding"
"BAnTr.GP.5HG001866","coding"
"BAnTr.GP.5HG001868","coding"
"BAnTr.GP.5HG001870","coding"
"BAnTr.GP.5HG001872","coding"
"BAnTr.GP.5HG001874","coding"
"BAnTr.GP.5HG001876","noncoding"
"BAnTr.GP.5HG001878","noncoding"
"BAnTr.GP.5HG001880","coding"
"BAnTr.GP.5HG001882","noncoding"
"BAnTr.GP.5HG001884","coding"
"BAnTr.GP.5HG001886","noncoding"
"BAnTr.GP.5HG001888","coding"
"BAnTr.GP.5HG001890","noncoding"
"BAnTr.GP.5HG001892","coding"
"BAnTr.GP.5HG001894","noncoding"
"BAnTr.GP.5HG001896","undefined"
"BAnTr.GP.5HG001898","coding"
"BAnTr.GP.5HG001900","noncoding"
"BAnTr.GP.5HG001902","coding"
"BAnTr.GP.5HG001904","undefined"
"BAnTr.GP.5HG001906","coding"
"BAnTr.GP.5HG001908","coding"
"BAnTr.GP.5HG001910","coding"
"BAnTr.GP.5HG001912","undefined"
"BAnTr.GP.5HG001914","noncoding"
"BAnTr.GP.5HG001916","noncoding"
"BAnTr.GP.5HG001918","noncoding"
"BAnTr.GP.5HG001920","undefined"
"BAnTr.GP.5HG001922","noncoding"
"BAnTr.GP.5HG001924","noncoding"
"BAnTr.GP.5HG001926","noncoding"
"BAnTr.GP.5HG001928","noncoding"
"BAnTr.GP.5HG001930","noncoding"
"BAnTr.GP.5HG001932","noncoding"
"BAnTr.GP.5HG001934","coding"
"BAnTr.GP.5HG001936","coding"
"BAnTr.GP.5HG001938","coding"
"BAnTr.GP.5HG001940","coding"
"BAnTr.GP.5HG001942","coding"
"BAnTr.GP.5HG001944","coding"
"BAnTr.GP.5HG001946","coding"
"BAnTr.GP.5HG001948","coding"
"BAnTr.GP.5HG001950","coding"
"BAnTr.GP.5HG001952","coding"
"BAnTr.GP.5HG001954","coding"
"BAnTr.GP.5HG001956","coding"
"BAnTr.GP.5HG001958","noncoding"
"BAnTr.GP.5HG001960","coding"
"BAnTr.GP.5HG001962","coding"
"BAnTr.GP.5HG001964","coding"
"BAnTr.GP.5HG001966","coding"
"BAnTr.GP.5HG001968","coding"
"BAnTr.GP.5HG001970","noncoding"
"BAnTr.GP.5HG001972","coding"
"BAnTr.GP.5HG001974","noncoding"
"BAnTr.GP.5HG001976","coding"
"BAnTr.GP.5HG001978","coding"
"BAnTr.GP.5HG001980","noncoding"
"BAnTr.GP.5HG001982","coding"
"BAnTr.GP.5HG001984","noncoding"
"BAnTr.GP.5HG001986","undefined"
"BAnTr.GP.5HG001988","noncoding"
"BAnTr.GP.5HG001990","coding"
"BAnTr.GP.5HG001992","noncoding"
"BAnTr.GP.5HG001994","coding"
"BAnTr.GP.5HG001996","noncoding"
"BAnTr.GP.5HG001998","coding"
"BAnTr.GP.5HG002000","coding"
"BAnTr.GP.5HG002002","coding"
"BAnTr.GP.5HG002004","undefined"
"BAnTr.GP.5HG002006","coding"
"BAnTr.GP.5HG002008","coding"
"BAnTr.GP.5HG002010","noncoding"
"BAnTr.GP.5HG002012","noncoding"
"BAnTr.GP.5HG002014","coding"
"BAnTr.GP.5HG002016","coding"
"BAnTr.GP.5HG002018","coding"
"BAnTr.GP.5HG002020","noncoding"
"BAnTr.GP.5HG002022","coding"
"BAnTr.GP.5HG002024","coding"
"BAnTr.GP.5HG002026","coding"
"BAnTr.GP.5HG002028","noncoding"
"BAnTr.GP.5HG002030","coding"
"BAnTr.GP.5HG002032","noncoding"
"BAnTr.GP.5HG002034","noncoding"
"BAnTr.GP.5HG002036","noncoding"
"BAnTr.GP.5HG002038","noncoding"
"BAnTr.GP.5HG002040","noncoding"
"BAnTr.GP.5HG002042","noncoding"
"BAnTr.GP.5HG002044","noncoding"
"BAnTr.GP.5HG002046","coding"
"BAnTr.GP.5HG002048","noncoding"
"BAnTr.GP.5HG002050","noncoding"
"BAnTr.GP.5HG002052","noncoding"
"BAnTr.GP.5HG002054","coding"
"BAnTr.GP.5HG002056","noncoding"
"BAnTr.GP.5HG002058","noncoding"
"BAnTr.GP.5HG002060","noncoding"
"BAnTr.GP.5HG002062","noncoding"
"BAnTr.GP.5HG002064","noncoding"
"BAnTr.GP.5HG002066","noncoding"
"BAnTr.GP.5HG002068","coding"
"BAnTr.GP.5HG002070","coding"
"BAnTr.GP.5HG002072","coding"
"BAnTr.GP.5HG002074","coding"
"BAnTr.GP.5HG002076","coding"
"BAnTr.GP.5HG002078","noncoding"
"BAnTr.GP.5HG002080","coding"
"BAnTr.GP.5HG002082","coding"
"BAnTr.GP.5HG002084","coding"
"BAnTr.GP.5HG002086","coding"
"BAnTr.GP.5HG002088","coding"
"BAnTr.GP.5HG002090","coding"
"BAnTr.GP.5HG002092","noncoding"
"BAnTr.GP.5HG002094","noncoding"
"BAnTr.GP.5HG002096","noncoding"
"BAnTr.GP.5HG002098","coding"
"BAnTr.GP.5HG002100","coding"
"BAnTr.GP.5HG002102","noncoding"
"BAnTr.GP.5HG002104","noncoding"
"BAnTr.GP.5HG002106","coding"
"BAnTr.GP.5HG002108","noncoding"
"BAnTr.GP.5HG002110","noncoding"
"BAnTr.GP.5HG002112","noncoding"
"BAnTr.GP.5HG002114","undefined"
"BAnTr.GP.5HG002116","noncoding"
"BAnTr.GP.5HG002118","noncoding"
"BAnTr.GP.5HG002120","coding"
"BAnTr.GP.5HG002122","undefined"
"BAnTr.GP.5HG002124","coding"
"BAnTr.GP.5HG002126","coding"
"BAnTr.GP.5HG002128","coding"
"BAnTr.GP.5HG002130","undefined"
"BAnTr.GP.5HG002132","coding"
"BAnTr.GP.5HG002134","coding"
"BAnTr.GP.5HG002136","coding"
"BAnTr.GP.5HG002138","noncoding"
"BAnTr.GP.5HG002140","noncoding"
"BAnTr.GP.5HG002142","coding"
"BAnTr.GP.5HG002144","coding"
"BAnTr.GP.5HG002146","noncoding"
"BAnTr.GP.5HG002148","noncoding"
"BAnTr.GP.5HG002150","coding"
"BAnTr.GP.5HG002152","coding"
"BAnTr.GP.5HG002154","coding"
"BAnTr.GP.5HG002156","noncoding"
"BAnTr.GP.5HG002158","noncoding"
"BAnTr.GP.5HG002160","noncoding"
"BAnTr.GP.5HG002162","coding"
"BAnTr.GP.5HG002164","coding"
"BAnTr.GP.5HG002166","coding"
"BAnTr.GP.5HG002168","coding"
"BAnTr.GP.5HG002170","coding"
"BAnTr.GP.5HG002172","coding"
"BAnTr.GP.5HG002174","noncoding"
"BAnTr.GP.5HG002176","noncoding"
"BAnTr.GP.5HG002178","coding"
"BAnTr.GP.5HG002180","coding"
"BAnTr.GP.5HG002182","coding"
"BAnTr.GP.5HG002184","coding"
"BAnTr.GP.5HG002186","coding"
"BAnTr.GP.5HG002188","coding"
"BAnTr.GP.5HG002190","coding"
"BAnTr.GP.5HG002192","coding"
"BAnTr.GP.5HG002194","noncoding"
"BAnTr.GP.5HG002196","noncoding"
"BAnTr.GP.5HG002198","coding"
"BAnTr.GP.5HG002200","noncoding"
"BAnTr.GP.5HG002202","coding"
"BAnTr.GP.5HG002204","noncoding"
"BAnTr.GP.5HG002206","noncoding"
"BAnTr.GP.5HG002208","noncoding"
"BAnTr.GP.5HG002210","coding"
"BAnTr.GP.5HG002212","coding"
"BAnTr.GP.5HG002214","coding"
"BAnTr.GP.5HG002216","noncoding"
"BAnTr.GP.5HG002218","coding"
"BAnTr.GP.5HG002220","noncoding"
"BAnTr.GP.5HG002222","coding"
"BAnTr.GP.5HG002224","noncoding"
"BAnTr.GP.5HG002226","noncoding"
"BAnTr.GP.5HG002228","undefined"
"BAnTr.GP.5HG002230","noncoding"
"BAnTr.GP.5HG002232","coding"
"BAnTr.GP.5HG002234","coding"
"BAnTr.GP.5HG002236","coding"
"BAnTr.GP.5HG002238","noncoding"
"BAnTr.GP.5HG002240","coding"
"BAnTr.GP.5HG002242","coding"
"BAnTr.GP.5HG002244","undefined"
"BAnTr.GP.5HG002246","noncoding"
"BAnTr.GP.5HG002248","coding"
"BAnTr.GP.5HG002250","coding"
"BAnTr.GP.5HG002252","noncoding"
"BAnTr.GP.5HG002254","coding"
"BAnTr.GP.5HG002256","coding"
"BAnTr.GP.5HG002258","coding"
"BAnTr.GP.5HG002260","noncoding"
"BAnTr.GP.5HG002262","coding"
"BAnTr.GP.5HG002264","undefined"
"BAnTr.GP.5HG002266","coding"
"BAnTr.GP.5HG002268","coding"
"BAnTr.GP.5HG002270","coding"
"BAnTr.GP.5HG002272","coding"
"BAnTr.GP.5HG002274","coding"
"BAnTr.GP.5HG002276","coding"
"BAnTr.GP.5HG002278","coding"
"BAnTr.GP.5HG002280","coding"
"BAnTr.GP.5HG002282","noncoding"
"BAnTr.GP.5HG002284","undefined"
"BAnTr.GP.5HG002286","noncoding"
"BAnTr.GP.5HG002288","coding"
"BAnTr.GP.5HG002290","coding"
"BAnTr.GP.5HG002292","noncoding"
"BAnTr.GP.5HG002294","undefined"
"BAnTr.GP.5HG002296","undefined"
"BAnTr.GP.5HG002298","noncoding"
"BAnTr.GP.5HG002300","noncoding"
"BAnTr.GP.5HG002302","noncoding"
"BAnTr.GP.5HG002304","noncoding"
"BAnTr.GP.5HG002306","noncoding"
"BAnTr.GP.5HG002308","noncoding"
"BAnTr.GP.5HG002310","coding"
"BAnTr.GP.5HG002312","coding"
"BAnTr.GP.5HG002314","noncoding"
"BAnTr.GP.5HG002316","coding"
"BAnTr.GP.5HG002318","undefined"
"BAnTr.GP.5HG002320","coding"
"BAnTr.GP.5HG002322","coding"
"BAnTr.GP.5HG002324","coding"
"BAnTr.GP.5HG002326","coding"
"BAnTr.GP.5HG002328","coding"
"BAnTr.GP.5HG002330","coding"
"BAnTr.GP.5HG002332","coding"
"BAnTr.GP.5HG002334","coding"
"BAnTr.GP.5HG002336","noncoding"
"BAnTr.GP.5HG002338","noncoding"
"BAnTr.GP.5HG002340","coding"
"BAnTr.GP.5HG002342","coding"
"BAnTr.GP.5HG002344","coding"
"BAnTr.GP.5HG002346","coding"
"BAnTr.GP.5HG002348","coding"
"BAnTr.GP.5HG002350","coding"
"BAnTr.GP.5HG002352","coding"
"BAnTr.GP.5HG002354","noncoding"
"BAnTr.GP.5HG002356","coding"
"BAnTr.GP.5HG002358","coding"
"BAnTr.GP.5HG002360","coding"
"BAnTr.GP.5HG002362","noncoding"
"BAnTr.GP.5HG002364","noncoding"
"BAnTr.GP.5HG002366","coding"
"BAnTr.GP.5HG002368","coding"
"BAnTr.GP.5HG002370","undefined"
"BAnTr.GP.5HG002372","undefined"
"BAnTr.GP.5HG002374","coding"
"BAnTr.GP.5HG002376","noncoding"
"BAnTr.GP.5HG002378","noncoding"
"BAnTr.GP.5HG002380","noncoding"
"BAnTr.GP.5HG002382","noncoding"
"BAnTr.GP.5HG002384","undefined"
"BAnTr.GP.5HG002386","undefined"
"BAnTr.GP.5HG002388","noncoding"
"BAnTr.GP.5HG002390","coding"
"BAnTr.GP.5HG002392","undefined"
"BAnTr.GP.5HG002394","noncoding"
"BAnTr.GP.5HG002396","coding"
"BAnTr.GP.5HG002398","coding"
"BAnTr.GP.5HG002400","noncoding"
"BAnTr.GP.5HG002402","undefined"
"BAnTr.GP.5HG002404","noncoding"
"BAnTr.GP.5HG002406","coding"
"BAnTr.GP.5HG002408","noncoding"
"BAnTr.GP.5HG002410","noncoding"
"BAnTr.GP.5HG002412","undefined"
"BAnTr.GP.5HG002414","coding"
"BAnTr.GP.5HG002416","noncoding"
"BAnTr.GP.5HG002418","undefined"
"BAnTr.GP.5HG002420","undefined"
"BAnTr.GP.5HG002422","coding"
"BAnTr.GP.5HG002424","noncoding"
"BAnTr.GP.5HG002426","coding"
"BAnTr.GP.5HG002428","noncoding"
"BAnTr.GP.5HG002430","noncoding"
"BAnTr.GP.5HG002432","noncoding"
"BAnTr.GP.5HG002434","coding"
"BAnTr.GP.5HG002436","coding"
"BAnTr.GP.5HG002438","noncoding"
"BAnTr.GP.5HG002440","coding"
"BAnTr.GP.5HG002442","undefined"
"BAnTr.GP.5HG002444","undefined"
"BAnTr.GP.5HG002446","coding"
"BAnTr.GP.5HG002448","coding"
"BAnTr.GP.5HG002450","undefined"
"BAnTr.GP.5HG002452","noncoding"
"BAnTr.GP.5HG002454","undefined"
"BAnTr.GP.5HG002456","coding"
"BAnTr.GP.5HG002458","undefined"
"BAnTr.GP.5HG002460","coding"
"BAnTr.GP.5HG002462","coding"
"BAnTr.GP.5HG002464","coding"
"BAnTr.GP.5HG002466","coding"
"BAnTr.GP.5HG002468","noncoding"
"BAnTr.GP.5HG002470","coding"
"BAnTr.GP.5HG002472","noncoding"
"BAnTr.GP.5HG002474","coding"
"BAnTr.GP.5HG002476","coding"
"BAnTr.GP.5HG002478","coding"
"BAnTr.GP.5HG002480","undefined"
"BAnTr.GP.5HG002482","noncoding"
"BAnTr.GP.5HG002484","noncoding"
"BAnTr.GP.5HG002486","noncoding"
"BAnTr.GP.5HG002488","coding"
"BAnTr.GP.5HG002490","coding"
"BAnTr.GP.5HG002492","coding"
"BAnTr.GP.5HG002494","coding"
"BAnTr.GP.5HG002496","coding"
"BAnTr.GP.5HG002498","noncoding"
"BAnTr.GP.5HG002500","coding"
"BAnTr.GP.5HG002502","noncoding"
"BAnTr.GP.5HG002504","coding"
"BAnTr.GP.5HG002506","noncoding"
"BAnTr.GP.5HG002508","noncoding"
"BAnTr.GP.5HG002510","noncoding"
"BAnTr.GP.5HG002512","coding"
"BAnTr.GP.5HG002514","coding"
"BAnTr.GP.5HG002516","coding"
"BAnTr.GP.5HG002518","noncoding"
"BAnTr.GP.5HG002520","coding"
"BAnTr.GP.5HG002522","coding"
"BAnTr.GP.5HG002524","noncoding"
"BAnTr.GP.5HG002526","undefined"
"BAnTr.GP.5HG002528","coding"
"BAnTr.GP.5HG002530","coding"
"BAnTr.GP.5HG002532","coding"
"BAnTr.GP.5HG002534","noncoding"
"BAnTr.GP.5HG002536","undefined"
"BAnTr.GP.5HG002538","noncoding"
"BAnTr.GP.5HG002540","noncoding"
"BAnTr.GP.5HG002542","coding"
"BAnTr.GP.5HG002544","noncoding"
"BAnTr.GP.5HG002546","noncoding"
"BAnTr.GP.5HG002548","coding"
"BAnTr.GP.5HG002550","noncoding"
"BAnTr.GP.5HG002552","coding"
"BAnTr.GP.5HG002554","noncoding"
"BAnTr.GP.5HG002556","coding"
"BAnTr.GP.5HG002558","coding"
"BAnTr.GP.5HG002560","noncoding"
"BAnTr.GP.5HG002562","coding"
"BAnTr.GP.5HG002564","coding"
"BAnTr.GP.5HG002566","noncoding"
"BAnTr.GP.5HG002568","coding"
"BAnTr.GP.5HG002570","noncoding"
"BAnTr.GP.5HG002572","noncoding"
"BAnTr.GP.5HG002574","noncoding"
"BAnTr.GP.5HG002576","undefined"
"BAnTr.GP.5HG002578","coding"
"BAnTr.GP.5HG002580","noncoding"
"BAnTr.GP.5HG002582","coding"
"BAnTr.GP.5HG002584","coding"
"BAnTr.GP.5HG002586","noncoding"
"BAnTr.GP.5HG002588","coding"
"BAnTr.GP.5HG002590","coding"
"BAnTr.GP.5HG002592","noncoding"
"BAnTr.GP.5HG002594","coding"
"BAnTr.GP.5HG002596","coding"
"BAnTr.GP.5HG002598","coding"
"BAnTr.GP.5HG002600","coding"
"BAnTr.GP.5HG002602","noncoding"
"BAnTr.GP.5HG002604","coding"
"BAnTr.GP.5HG002606","coding"
"BAnTr.GP.5HG002608","coding"
"BAnTr.GP.5HG002610","noncoding"
"BAnTr.GP.5HG002612","noncoding"
"BAnTr.GP.5HG002614","coding"
"BAnTr.GP.5HG002616","coding"
"BAnTr.GP.5HG002618","coding"
"BAnTr.GP.5HG002620","coding"
"BAnTr.GP.5HG002622","undefined"
"BAnTr.GP.5HG002624","coding"
"BAnTr.GP.5HG002626","noncoding"
"BAnTr.GP.5HG002628","noncoding"
"BAnTr.GP.5HG002630","coding"
"BAnTr.GP.5HG002632","coding"
"BAnTr.GP.5HG002634","noncoding"
"BAnTr.GP.5HG002636","noncoding"
"BAnTr.GP.5HG002638","noncoding"
"BAnTr.GP.5HG002640","coding"
"BAnTr.GP.5HG002642","noncoding"
"BAnTr.GP.5HG002644","noncoding"
"BAnTr.GP.5HG002646","coding"
"BAnTr.GP.5HG002648","noncoding"
"BAnTr.GP.5HG002650","noncoding"
"BAnTr.GP.5HG002652","noncoding"
"BAnTr.GP.5HG002654","coding"
"BAnTr.GP.5HG002656","coding"
"BAnTr.GP.5HG002658","coding"
"BAnTr.GP.5HG002660","coding"
"BAnTr.GP.5HG002662","noncoding"
"BAnTr.GP.5HG002664","coding"
"BAnTr.GP.5HG002666","coding"
"BAnTr.GP.5HG002668","coding"
"BAnTr.GP.5HG002670","coding"
"BAnTr.GP.5HG002672","noncoding"
"BAnTr.GP.5HG002674","noncoding"
"BAnTr.GP.5HG002676","coding"
"BAnTr.GP.5HG002678","coding"
"BAnTr.GP.5HG002680","coding"
"BAnTr.GP.5HG002682","noncoding"
"BAnTr.GP.5HG002684","coding"
"BAnTr.GP.5HG002686","coding"
"BAnTr.GP.5HG002688","coding"
"BAnTr.GP.5HG002690","coding"
"BAnTr.GP.5HG002692","coding"
"BAnTr.GP.5HG002694","noncoding"
"BAnTr.GP.5HG002696","coding"
"BAnTr.GP.5HG002698","coding"
"BAnTr.GP.5HG002700","coding"
"BAnTr.GP.5HG002702","noncoding"
"BAnTr.GP.5HG002704","coding"
"BAnTr.GP.5HG002706","coding"
"BAnTr.GP.5HG002708","coding"
"BAnTr.GP.5HG002710","coding"
"BAnTr.GP.5HG002712","noncoding"
"BAnTr.GP.5HG002714","coding"
"BAnTr.GP.5HG002716","noncoding"
"BAnTr.GP.5HG002718","noncoding"
"BAnTr.GP.5HG002720","coding"
"BAnTr.GP.5HG002722","coding"
"BAnTr.GP.5HG002724","coding"
"BAnTr.GP.5HG002726","coding"
"BAnTr.GP.5HG002728","noncoding"
"BAnTr.GP.5HG002730","noncoding"
"BAnTr.GP.5HG002732","coding"
"BAnTr.GP.5HG002734","coding"
"BAnTr.GP.5HG002736","noncoding"
"BAnTr.GP.5HG002738","noncoding"
"BAnTr.GP.5HG002740","coding"
"BAnTr.GP.5HG002742","coding"
"BAnTr.GP.5HG002744","coding"
"BAnTr.GP.5HG002746","coding"
"BAnTr.GP.5HG002748","coding"
"BAnTr.GP.5HG002750","noncoding"
"BAnTr.GP.5HG002752","noncoding"
"BAnTr.GP.5HG002754","coding"
"BAnTr.GP.5HG002756","coding"
"BAnTr.GP.5HG002758","noncoding"
"BAnTr.GP.5HG002760","coding"
"BAnTr.GP.5HG002762","coding"
"BAnTr.GP.5HG002764","coding"
"BAnTr.GP.5HG002766","coding"
"BAnTr.GP.5HG002768","coding"
"BAnTr.GP.5HG002770","noncoding"
"BAnTr.GP.5HG002772","coding"
"BAnTr.GP.5HG002774","noncoding"
"BAnTr.GP.5HG002776","noncoding"
"BAnTr.GP.5HG002778","noncoding"
"BAnTr.GP.5HG002780","noncoding"
"BAnTr.GP.5HG002782","noncoding"
"BAnTr.GP.5HG002784","noncoding"
"BAnTr.GP.5HG002786","coding"
"BAnTr.GP.5HG002788","noncoding"
"BAnTr.GP.5HG002790","coding"
"BAnTr.GP.5HG002792","noncoding"
"BAnTr.GP.5HG002794","coding"
"BAnTr.GP.5HG002796","coding"
"BAnTr.GP.5HG002798","coding"
"BAnTr.GP.5HG002800","noncoding"
"BAnTr.GP.5HG002802","noncoding"
"BAnTr.GP.5HG002804","noncoding"
"BAnTr.GP.5HG002806","noncoding"
"BAnTr.GP.5HG002808","noncoding"
"BAnTr.GP.5HG002810","noncoding"
"BAnTr.GP.5HG002812","noncoding"
"BAnTr.GP.5HG002814","noncoding"
"BAnTr.GP.5HG002816","coding"
"BAnTr.GP.5HG002818","noncoding"
"BAnTr.GP.5HG002820","noncoding"
"BAnTr.GP.5HG002822","noncoding"
"BAnTr.GP.5HG002824","noncoding"
"BAnTr.GP.5HG002826","noncoding"
"BAnTr.GP.5HG002828","coding"
"BAnTr.GP.5HG002830","noncoding"
"BAnTr.GP.5HG002832","noncoding"
"BAnTr.GP.5HG002834","noncoding"
"BAnTr.GP.5HG002836","coding"
"BAnTr.GP.5HG002838","noncoding"
"BAnTr.GP.5HG002840","coding"
"BAnTr.GP.5HG002842","coding"
"BAnTr.GP.5HG002844","coding"
"BAnTr.GP.5HG002846","noncoding"
"BAnTr.GP.5HG002848","noncoding"
"BAnTr.GP.5HG002850","coding"
"BAnTr.GP.5HG002852","undefined"
"BAnTr.GP.5HG002854","undefined"
"BAnTr.GP.5HG002856","coding"
"BAnTr.GP.5HG002858","coding"
"BAnTr.GP.5HG002860","coding"
"BAnTr.GP.5HG002862","coding"
"BAnTr.GP.5HG002864","coding"
"BAnTr.GP.5HG002866","noncoding"
"BAnTr.GP.5HG002868","noncoding"
"BAnTr.GP.5HG002870","coding"
"BAnTr.GP.5HG002872","noncoding"
"BAnTr.GP.5HG002874","noncoding"
"BAnTr.GP.5HG002876","noncoding"
"BAnTr.GP.5HG002878","noncoding"
"BAnTr.GP.5HG002880","noncoding"
"BAnTr.GP.5HG002882","coding"
"BAnTr.GP.5HG002884","noncoding"
"BAnTr.GP.5HG002886","noncoding"
"BAnTr.GP.5HG002888","coding"
"BAnTr.GP.5HG002890","noncoding"
"BAnTr.GP.5HG002892","coding"
"BAnTr.GP.5HG002894","coding"
"BAnTr.GP.5HG002896","noncoding"
"BAnTr.GP.5HG002898","noncoding"
"BAnTr.GP.5HG002900","coding"
"BAnTr.GP.5HG002902","coding"
"BAnTr.GP.5HG002904","noncoding"
"BAnTr.GP.5HG002906","noncoding"
"BAnTr.GP.5HG002908","noncoding"
"BAnTr.GP.5HG002910","coding"
"BAnTr.GP.5HG002912","coding"
"BAnTr.GP.5HG002914","coding"
"BAnTr.GP.5HG002916","coding"
"BAnTr.GP.5HG002918","coding"
"BAnTr.GP.5HG002920","coding"
"BAnTr.GP.5HG002922","noncoding"
"BAnTr.GP.5HG002924","coding"
"BAnTr.GP.5HG002926","coding"
"BAnTr.GP.5HG002928","coding"
"BAnTr.GP.5HG002930","noncoding"
"BAnTr.GP.5HG002932","noncoding"
"BAnTr.GP.5HG002934","coding"
"BAnTr.GP.5HG002936","undefined"
"BAnTr.GP.5HG002938","noncoding"
"BAnTr.GP.5HG002940","noncoding"
"BAnTr.GP.5HG002942","coding"
"BAnTr.GP.5HG002944","coding"
"BAnTr.GP.5HG002946","coding"
"BAnTr.GP.5HG002948","coding"
"BAnTr.GP.5HG002950","coding"
"BAnTr.GP.5HG002952","noncoding"
"BAnTr.GP.5HG002954","coding"
"BAnTr.GP.5HG002956","coding"
"BAnTr.GP.5HG002958","coding"
"BAnTr.GP.5HG002960","noncoding"
"BAnTr.GP.5HG002962","coding"
"BAnTr.GP.5HG002964","coding"
"BAnTr.GP.5HG002966","coding"
"BAnTr.GP.5HG002968","coding"
"BAnTr.GP.5HG002970","coding"
"BAnTr.GP.5HG002972","noncoding"
"BAnTr.GP.5HG002974","coding"
"BAnTr.GP.5HG002976","coding"
"BAnTr.GP.5HG002978","coding"
"BAnTr.GP.5HG002980","coding"
"BAnTr.GP.5HG002982","coding"
"BAnTr.GP.5HG002984","noncoding"
"BAnTr.GP.5HG002986","coding"
"BAnTr.GP.5HG002988","coding"
"BAnTr.GP.5HG002990","coding"
"BAnTr.GP.5HG002992","coding"
"BAnTr.GP.5HG002994","coding"
"BAnTr.GP.5HG002996","coding"
"BAnTr.GP.5HG002998","coding"
"BAnTr.GP.5HG003000","noncoding"
"BAnTr.GP.5HG003002","noncoding"
"BAnTr.GP.5HG003004","noncoding"
"BAnTr.GP.5HG003006","noncoding"
"BAnTr.GP.5HG003008","undefined"
"BAnTr.GP.5HG003010","noncoding"
"BAnTr.GP.5HG003012","coding"
"BAnTr.GP.5HG003014","noncoding"
"BAnTr.GP.5HG003016","coding"
"BAnTr.GP.5HG003018","coding"
"BAnTr.GP.5HG003020","undefined"
"BAnTr.GP.5HG003022","noncoding"
"BAnTr.GP.5HG003024","noncoding"
"BAnTr.GP.5HG003026","coding"
"BAnTr.GP.5HG003028","noncoding"
"BAnTr.GP.5HG003030","coding"
"BAnTr.GP.5HG003032","coding"
"BAnTr.GP.5HG003034","coding"
"BAnTr.GP.5HG003036","noncoding"
"BAnTr.GP.5HG003038","coding"
"BAnTr.GP.5HG003040","coding"
"BAnTr.GP.5HG003042","noncoding"
"BAnTr.GP.5HG003044","undefined"
"BAnTr.GP.5HG003046","coding"
"BAnTr.GP.5HG003048","coding"
"BAnTr.GP.5HG003050","undefined"
"BAnTr.GP.5HG003052","coding"
"BAnTr.GP.5HG003054","noncoding"
"BAnTr.GP.5HG003056","undefined"
"BAnTr.GP.5HG003058","coding"
"BAnTr.GP.5HG003060","coding"
"BAnTr.GP.5HG003062","noncoding"
"BAnTr.GP.5HG003064","noncoding"
"BAnTr.GP.5HG003066","coding"
"BAnTr.GP.5HG003068","noncoding"
"BAnTr.GP.5HG003070","coding"
"BAnTr.GP.5HG003072","noncoding"
"BAnTr.GP.5HG003074","coding"
"BAnTr.GP.5HG003076","coding"
"BAnTr.GP.5HG003078","coding"
"BAnTr.GP.5HG003080","noncoding"
"BAnTr.GP.5HG003082","coding"
"BAnTr.GP.5HG003084","coding"
"BAnTr.GP.5HG003086","coding"
"BAnTr.GP.5HG003088","undefined"
"BAnTr.GP.5HG003090","coding"
"BAnTr.GP.5HG003092","coding"
"BAnTr.GP.5HG003094","noncoding"
"BAnTr.GP.5HG003096","coding"
"BAnTr.GP.5HG003098","undefined"
"BAnTr.GP.5HG003100","coding"
"BAnTr.GP.5HG003102","coding"
"BAnTr.GP.5HG003104","coding"
"BAnTr.GP.5HG003106","coding"
"BAnTr.GP.5HG003108","coding"
"BAnTr.GP.5HG003110","noncoding"
"BAnTr.GP.5HG003112","coding"
"BAnTr.GP.5HG003114","coding"
"BAnTr.GP.5HG003116","coding"
"BAnTr.GP.5HG003118","noncoding"
"BAnTr.GP.5HG003120","coding"
"BAnTr.GP.5HG003122","coding"
"BAnTr.GP.5HG003124","coding"
"BAnTr.GP.5HG003126","coding"
"BAnTr.GP.5HG003128","coding"
"BAnTr.GP.5HG003130","coding"
"BAnTr.GP.5HG003132","coding"
"BAnTr.GP.5HG003134","noncoding"
"BAnTr.GP.5HG003136","noncoding"
"BAnTr.GP.5HG003138","noncoding"
"BAnTr.GP.5HG003140","noncoding"
"BAnTr.GP.5HG003142","noncoding"
"BAnTr.GP.5HG003144","noncoding"
"BAnTr.GP.5HG003146","noncoding"
"BAnTr.GP.5HG003148","noncoding"
"BAnTr.GP.5HG003150","coding"
"BAnTr.GP.5HG003152","noncoding"
"BAnTr.GP.5HG003154","undefined"
"BAnTr.GP.5HG003156","coding"
"BAnTr.GP.5HG003158","noncoding"
"BAnTr.GP.5HG003160","noncoding"
"BAnTr.GP.5HG003162","coding"
"BAnTr.GP.5HG003164","noncoding"
"BAnTr.GP.5HG003166","coding"
"BAnTr.GP.5HG003168","noncoding"
"BAnTr.GP.5HG003170","noncoding"
"BAnTr.GP.5HG003172","coding"
"BAnTr.GP.5HG003174","coding"
"BAnTr.GP.5HG003176","coding"
